,Order ID,Product ID,Returned
2883,CA-2016-130799,FUR-FU-10001852,Not
2884,CA-2016-164483,OFF-BI-10000014,Not
2885,US-2016-159856,FUR-CH-10003396,Not
2886,CA-2017-102099,OFF-AR-10003811,Not
2887,CA-2017-102099,OFF-PA-10003172,Not
2888,CA-2017-102099,OFF-PA-10000289,Not
2889,CA-2017-164049,OFF-PA-10000791,Not
2890,CA-2014-142727,FUR-CH-10002304,Not
2891,CA-2014-142727,OFF-BI-10000136,Not
2892,CA-2017-139913,OFF-PA-10003739,Not
2893,CA-2017-139913,OFF-PA-10002479,Not
2894,CA-2017-139913,FUR-FU-10000771,Not
2895,CA-2017-139913,TEC-PH-10001552,Not
2896,CA-2014-169033,OFF-AR-10001915,Not
2897,US-2016-164630,TEC-CO-10000971,Not
2898,US-2015-114839,FUR-CH-10004086,Not
2899,CA-2015-166464,TEC-CO-10000971,Not
2900,CA-2015-166464,OFF-LA-10001317,Not
2901,CA-2017-124898,OFF-PA-10003656,Not
2902,CA-2016-164035,OFF-PA-10002160,Not
2903,CA-2016-153577,OFF-PA-10000575,Not
2904,CA-2016-153577,FUR-CH-10003981,Not
2905,CA-2014-127586,OFF-ST-10002615,Not
2906,CA-2017-121615,OFF-PA-10000327,Not
2907,CA-2017-121615,OFF-ST-10001325,Not
2908,CA-2017-121615,OFF-LA-10001771,Not
2909,CA-2017-166415,OFF-FA-10004968,Not
2910,CA-2015-118444,OFF-AP-10000576,Not
2911,CA-2014-113929,OFF-EN-10003286,Not
2912,CA-2014-113929,OFF-AR-10003772,Not
2913,CA-2014-113929,OFF-BI-10002852,Not
2914,CA-2015-134747,TEC-PH-10002890,Not
2915,CA-2015-134747,OFF-BI-10001308,Not
2916,CA-2015-134747,TEC-PH-10001750,Not
2917,CA-2017-155047,OFF-AR-10003338,Not
2918,CA-2016-160129,OFF-FA-10002763,Not
2919,CA-2016-160129,FUR-FU-10002088,Not
2920,CA-2016-160129,FUR-FU-10003976,Not
2921,CA-2017-164329,OFF-ST-10001511,Not
2922,US-2015-141453,OFF-BI-10000301,Not
2923,CA-2014-156993,OFF-FA-10003495,Not
2924,CA-2014-157721,OFF-AP-10001303,Not
2925,CA-2014-157721,FUR-FU-10002116,Not
2926,CA-2017-128629,FUR-FU-10000771,Not
2927,CA-2017-158106,OFF-AR-10002255,Not
2928,US-2017-120390,OFF-BI-10004995,Not
2929,CA-2017-143434,FUR-FU-10002597,Not
2930,CA-2015-168564,OFF-BI-10004970,Yes
2931,CA-2015-168564,OFF-BI-10002557,Yes
2932,CA-2015-168564,FUR-CH-10000785,Yes
2933,US-2016-169040,TEC-PH-10002310,Not
2934,US-2016-169040,TEC-PH-10002834,Not
2935,US-2016-169040,OFF-EN-10000927,Not
2936,US-2016-169040,OFF-BI-10001636,Not
2937,US-2016-169040,OFF-PA-10001736,Not
2938,US-2016-169040,OFF-PA-10000482,Not
2939,US-2016-169040,OFF-BI-10001658,Not
2940,CA-2017-155880,FUR-CH-10000422,Not
2941,CA-2017-155880,FUR-CH-10004675,Not
2942,CA-2017-155880,FUR-CH-10002880,Not
2943,CA-2017-126242,OFF-ST-10000675,Not
2944,CA-2017-126242,FUR-FU-10002685,Not
2945,CA-2016-166443,FUR-FU-10004020,Not
2946,CA-2017-169859,FUR-FU-10004963,Yes
2947,CA-2017-169859,OFF-BI-10000174,Yes
2948,CA-2017-169859,OFF-EN-10000461,Yes
2949,CA-2017-134915,TEC-AC-10001266,Not
2950,CA-2017-134915,OFF-PA-10002160,Not
2951,CA-2017-134915,FUR-CH-10004875,Not
2952,CA-2017-134915,FUR-FU-10000305,Not
2953,CA-2017-134915,TEC-PH-10000347,Not
2954,CA-2017-134915,TEC-PH-10001459,Not
2955,CA-2016-153353,TEC-PH-10000439,Not
2956,CA-2017-123638,FUR-CH-10002647,Not
2957,CA-2017-168900,OFF-BI-10003910,Not
2958,CA-2015-158456,OFF-BI-10001097,Not
2959,CA-2015-158456,OFF-FA-10004854,Not
2960,CA-2017-143665,OFF-PA-10003673,Not
2961,CA-2017-143665,OFF-LA-10002034,Not
2962,CA-2017-137428,FUR-CH-10002774,Yes
2963,CA-2017-137428,FUR-CH-10003817,Yes
2964,CA-2017-137428,OFF-BI-10002949,Yes
2965,CA-2017-137428,FUR-FU-10002445,Yes
2966,CA-2014-162866,FUR-FU-10001473,Not
2967,CA-2014-162866,OFF-ST-10002562,Not
2968,CA-2017-167941,OFF-AP-10002118,Not
2969,CA-2017-167941,OFF-PA-10001800,Not
2970,CA-2017-167941,OFF-BI-10002827,Not
2971,CA-2017-167941,FUR-FU-10004671,Not
2972,CA-2017-167941,OFF-ST-10000736,Not
2973,CA-2017-111808,OFF-BI-10004656,Not
2974,CA-2015-137512,FUR-TA-10001095,Not
2975,CA-2015-137512,OFF-PA-10000213,Not
2976,CA-2017-139773,FUR-CH-10001797,Not
2977,CA-2017-134607,OFF-ST-10002214,Not
2978,CA-2014-109232,FUR-CH-10000422,Not
2979,CA-2015-139850,OFF-PA-10003848,Not
2980,CA-2015-139850,FUR-FU-10003623,Not
2981,CA-2014-131310,FUR-CH-10001797,Not
2982,CA-2014-131310,OFF-BI-10003094,Not
2983,US-2014-112872,OFF-ST-10002205,Not
2984,US-2014-112872,FUR-TA-10003238,Not
2985,CA-2016-139269,FUR-FU-10000755,Yes
2986,CA-2016-139269,OFF-PA-10002893,Yes
2987,CA-2016-139269,OFF-ST-10000689,Yes
2988,CA-2016-139010,TEC-AC-10004227,Not
2989,CA-2016-139010,OFF-BI-10000174,Not
2990,CA-2016-139010,OFF-ST-10001809,Not
2991,CA-2016-139010,OFF-BI-10002309,Not
2992,CA-2016-134376,OFF-AP-10004532,Not
2993,CA-2017-147291,OFF-BI-10003091,Not
2994,CA-2016-112893,OFF-BI-10004654,Not
2995,US-2014-150532,OFF-ST-10000760,Not
2996,CA-2014-138317,OFF-EN-10001539,Not
2997,CA-2014-138317,FUR-FU-10000550,Not
2998,CA-2014-138317,TEC-AC-10003628,Not
2999,CA-2014-138317,TEC-MA-10004521,Not
3000,CA-2014-138317,OFF-AP-10003860,Not
3001,CA-2014-138317,OFF-BI-10000069,Not
3002,CA-2015-130610,OFF-BI-10003655,Not
3003,CA-2017-104381,OFF-BI-10001628,Not
3004,CA-2016-131499,OFF-AP-10003779,Not
3005,CA-2014-148761,OFF-BI-10000666,Not
3006,CA-2017-116519,OFF-AP-10000828,Not
3007,CA-2014-130729,OFF-BI-10002706,Not
3008,CA-2016-124772,FUR-FU-10004748,Not
3009,CA-2016-115525,OFF-AP-10000026,Not
3010,CA-2017-134845,OFF-BI-10000773,Not
3011,CA-2017-134845,TEC-MA-10000822,Not
3012,CA-2017-134845,OFF-BI-10001543,Not
3013,CA-2017-134845,OFF-BI-10003355,Not
3014,CA-2017-134845,OFF-PA-10002005,Not
3015,US-2015-138919,FUR-TA-10004154,Not
3016,US-2016-160528,OFF-ST-10002743,Not
3017,US-2016-160528,FUR-FU-10004973,Not
3018,US-2016-160528,TEC-AC-10002842,Not
3019,CA-2015-123568,OFF-FA-10002701,Yes
3020,CA-2015-123568,OFF-PA-10001125,Yes
3021,CA-2015-123568,FUR-FU-10004090,Yes
3022,CA-2015-123568,OFF-BI-10001510,Yes
3023,CA-2017-124674,FUR-BO-10002202,Not
3024,CA-2015-164441,OFF-BI-10001922,Not
3025,CA-2015-164441,OFF-PA-10001667,Not
3026,CA-2017-169054,FUR-FU-10001488,Not
3027,CA-2014-106719,OFF-BI-10002799,Not
3028,CA-2017-116855,FUR-CH-10003846,Not
3029,US-2016-164189,TEC-PH-10003691,Not
3030,CA-2015-168480,FUR-BO-10000468,Yes
3031,CA-2015-168480,OFF-AR-10001044,Yes
3032,US-2016-114293,FUR-CH-10003833,Yes
3033,CA-2017-134173,OFF-PA-10004355,Not
3034,US-2015-123960,TEC-AC-10003038,Not
3035,US-2015-123960,OFF-BI-10002799,Not
3036,US-2015-123960,OFF-AR-10003582,Not
3037,US-2015-123960,OFF-PA-10004451,Not
3038,US-2015-123960,FUR-FU-10004666,Not
3039,CA-2017-101749,FUR-TA-10001520,Not
3040,US-2016-147991,FUR-FU-10004270,Not
3041,CA-2017-149559,OFF-PA-10003172,Not
3042,CA-2017-149559,OFF-EN-10002312,Not
3043,CA-2017-149559,FUR-CH-10002320,Not
3044,CA-2015-135174,TEC-PH-10001530,Not
3045,CA-2017-125290,OFF-AR-10001216,Not
3046,CA-2017-125290,OFF-PA-10003127,Not
3047,CA-2014-137351,OFF-BI-10003910,Not
3048,CA-2017-121419,FUR-TA-10004534,Not
3049,CA-2017-121419,TEC-AC-10000892,Not
3050,US-2017-148054,FUR-FU-10003247,Not
3051,US-2017-148054,OFF-AP-10004336,Not
3052,US-2017-148054,OFF-PA-10001295,Not
3053,CA-2016-128517,TEC-PH-10002555,Not
3054,CA-2016-128517,OFF-BI-10000831,Not
3055,US-2015-100377,TEC-CO-10001046,Not
3056,CA-2017-131492,OFF-EN-10002973,Yes
3057,CA-2017-131492,OFF-LA-10001641,Yes
3058,CA-2017-131492,FUR-FU-10003878,Yes
3059,CA-2017-131492,FUR-TA-10003837,Yes
3060,CA-2016-144554,TEC-AC-10002800,Not
3061,CA-2017-127621,OFF-PA-10001307,Not
3062,CA-2015-145184,TEC-PH-10002350,Not
3063,CA-2015-145184,TEC-AC-10000397,Not
3064,CA-2017-106859,OFF-ST-10000615,Not
3065,CA-2017-106859,TEC-PH-10004531,Not
3066,CA-2017-106859,TEC-AC-10004001,Not
3067,CA-2017-106859,OFF-PA-10001534,Not
3068,CA-2017-106859,OFF-PA-10001815,Not
3069,US-2017-120089,OFF-AP-10003779,Not
3070,CA-2014-119375,OFF-ST-10002011,Not
3071,CA-2014-119375,FUR-FU-10002379,Not
3072,CA-2014-119375,OFF-AR-10003752,Not
3073,CA-2016-125206,OFF-ST-10003692,Not
3074,CA-2015-126137,FUR-BO-10004409,Not
3075,CA-2014-143903,OFF-ST-10003306,Not
3076,CA-2014-143903,FUR-FU-10003724,Not
3077,CA-2014-143903,FUR-CH-10002024,Not
3078,CA-2014-104780,OFF-AR-10003514,Not
3079,CA-2017-101182,OFF-PA-10001800,Not
3080,CA-2017-101182,TEC-PH-10003589,Not
3081,US-2017-132297,OFF-BI-10003364,Not
3082,US-2017-132297,TEC-PH-10002834,Not
3083,CA-2014-100328,OFF-BI-10000343,Not
3084,CA-2017-118773,OFF-BI-10004584,Not
3085,CA-2017-118773,TEC-AC-10002402,Not
3086,CA-2017-118773,FUR-FU-10000550,Not
3087,CA-2017-118773,OFF-AP-10000055,Not
3088,US-2017-159205,FUR-FU-10001591,Not
3089,US-2017-159205,TEC-PH-10000526,Not
3090,CA-2016-112123,OFF-BI-10001071,Yes
3091,CA-2016-112123,TEC-PH-10001557,Yes
3092,CA-2016-112123,OFF-PA-10001977,Yes
3093,CA-2015-114468,OFF-SU-10004231,Not
3094,CA-2015-114468,OFF-PA-10000809,Not
3095,CA-2015-114468,OFF-FA-10003021,Not
3096,CA-2015-114468,OFF-AP-10000696,Not
3097,CA-2017-135692,OFF-LA-10001158,Yes
3098,CA-2017-135692,FUR-BO-10002268,Yes
3099,CA-2017-131233,OFF-BI-10000829,Not
3100,CA-2017-131233,FUR-BO-10003441,Not
3101,CA-2017-119578,OFF-SU-10003505,Not
3102,CA-2017-119578,FUR-BO-10003660,Not
3103,CA-2016-124562,OFF-BI-10001267,Not
3104,US-2017-140074,OFF-PA-10002741,Not
3105,CA-2016-103037,OFF-LA-10004345,Not
3106,CA-2017-127460,OFF-ST-10004340,Not
3107,CA-2016-121671,OFF-PA-10001471,Not
3108,CA-2016-121671,OFF-ST-10002344,Not
3109,CA-2016-121671,OFF-PA-10001892,Not
3110,CA-2016-121671,OFF-PA-10001934,Not
3111,CA-2016-121671,OFF-ST-10000078,Not
3112,CA-2016-150350,TEC-MA-10001972,Not
3113,CA-2016-150350,OFF-EN-10002504,Not
3114,CA-2016-150350,OFF-PA-10002160,Not
3115,CA-2016-150350,FUR-CH-10001973,Not
3116,CA-2016-150350,OFF-AP-10001492,Not
3117,CA-2016-150350,OFF-SU-10002189,Not
3118,CA-2015-121720,FUR-CH-10003312,Not
3119,CA-2015-121720,TEC-PH-10002496,Not
3120,CA-2015-121720,FUR-FU-10003464,Not
3121,CA-2015-121720,OFF-AR-10000380,Not
3122,CA-2015-121720,OFF-BI-10004593,Not
3123,CA-2015-121720,OFF-BI-10001308,Not
3124,CA-2015-121720,OFF-ST-10001780,Not
3125,CA-2015-121720,OFF-ST-10003816,Not
3126,CA-2017-149895,TEC-PH-10002200,Not
3127,CA-2017-147564,OFF-PA-10004438,Not
3128,CA-2014-136399,FUR-FU-10004090,Not
3129,CA-2014-136399,FUR-CH-10002602,Not
3130,CA-2014-136399,TEC-AC-10001142,Not
3131,CA-2014-136399,TEC-PH-10004977,Not
3132,CA-2014-107916,FUR-FU-10004586,Not
3133,CA-2014-107916,OFF-BI-10001116,Not
3134,CA-2017-164168,OFF-BI-10000666,Not
3135,CA-2017-164168,OFF-ST-10002583,Not
3136,CA-2017-164168,TEC-PH-10004908,Not
3137,CA-2017-164168,OFF-EN-10001219,Not
3138,CA-2017-164168,TEC-AC-10004568,Not
3139,CA-2017-164168,FUR-FU-10001756,Not
3140,CA-2015-112557,OFF-AP-10002311,Not
3141,US-2014-122959,OFF-BI-10003650,Not
3142,CA-2017-162572,TEC-AC-10003628,Not
3143,CA-2017-162572,OFF-AR-10001547,Not
3144,US-2016-148110,FUR-CH-10002647,Not
3145,CA-2017-131828,FUR-CH-10004495,Yes
3146,CA-2017-131828,TEC-PH-10002923,Yes
3147,CA-2014-109218,OFF-AR-10001374,Not
3148,CA-2016-120558,OFF-PA-10003441,Not
3149,US-2014-109036,OFF-LA-10002043,Not
3150,CA-2015-147830,TEC-AC-10002049,Not
3151,CA-2015-147830,TEC-MA-10000418,Not
3152,CA-2015-147830,TEC-PH-10004908,Not
3153,CA-2015-147830,FUR-FU-10004091,Not
3154,CA-2017-150497,OFF-BI-10004600,Not
3155,CA-2014-128986,OFF-PA-10001289,Not
3156,CA-2015-139584,FUR-TA-10001539,Not
3157,CA-2015-139584,TEC-AC-10001266,Not
3158,US-2016-162677,OFF-ST-10001291,Not
3159,US-2016-162677,TEC-AC-10001314,Not
3160,US-2014-150924,OFF-BI-10004040,Not
3161,CA-2014-153969,OFF-EN-10001539,Not
3162,CA-2014-153969,OFF-EN-10004483,Not
3163,CA-2014-153969,OFF-AR-10001615,Not
3164,CA-2014-153969,OFF-PA-10000327,Not
3165,CA-2014-153969,TEC-PH-10001299,Not
3166,CA-2014-153969,OFF-PA-10002246,Not
3167,CA-2016-146682,FUR-FU-10002671,Not
3168,CA-2016-138695,FUR-CH-10003833,Not
3169,CA-2016-138695,OFF-PA-10001667,Not
3170,CA-2017-107461,OFF-BI-10002003,Not
3171,US-2016-133879,OFF-BI-10004465,Not
3172,US-2016-133879,FUR-CH-10000665,Not
3173,US-2016-133879,OFF-AR-10004956,Not
3174,CA-2017-157483,OFF-AR-10004260,Not
3175,US-2017-132059,FUR-BO-10001811,Not
3176,US-2017-132059,TEC-AC-10003280,Not
3177,CA-2017-122280,OFF-PA-10004911,Not
3178,CA-2017-105235,FUR-FU-10001487,Not
3179,CA-2017-105235,FUR-FU-10000521,Not
3180,CA-2017-105235,OFF-AP-10001271,Not
3181,CA-2017-152912,OFF-BI-10004728,Not
3182,CA-2017-152912,TEC-AC-10004666,Not
3183,CA-2017-152912,OFF-ST-10003208,Not
3185,CA-2014-123498,OFF-BI-10000632,Yes
3186,CA-2014-123498,OFF-EN-10004773,Yes
3187,CA-2017-159352,TEC-PH-10004700,Not
3188,US-2017-146416,OFF-LA-10003714,Not
3189,US-2017-146416,OFF-BI-10001787,Not
3190,US-2015-163783,OFF-ST-10002957,Not
3191,CA-2017-123981,TEC-PH-10002115,Not
3192,CA-2017-158953,OFF-BI-10002557,Not
3193,CA-2014-165428,OFF-BI-10002949,Not
3194,CA-2014-165428,OFF-PA-10004100,Not
3195,CA-2016-169026,OFF-FA-10001883,Not
3196,CA-2017-109750,TEC-PH-10000702,Not
3197,CA-2015-149384,OFF-BI-10003196,Not
3198,CA-2014-131527,TEC-PH-10001644,Not
3199,CA-2017-164000,OFF-AR-10003183,Not
3200,CA-2014-164224,FUR-FU-10000308,Not
3201,CA-2014-164224,OFF-PA-10001526,Not
3202,CA-2014-158372,TEC-PH-10002103,Not
3203,CA-2014-158372,TEC-AC-10004209,Not
3204,CA-2014-158372,FUR-FU-10000397,Not
3205,CA-2014-158372,OFF-PA-10002137,Not
3206,CA-2014-158372,FUR-FU-10001867,Not
3207,CA-2014-158372,OFF-LA-10000407,Not
3208,CA-2016-108882,TEC-AC-10000420,Not
3209,CA-2016-108882,TEC-PH-10002726,Not
3210,US-2017-108245,OFF-EN-10001415,Not
3211,US-2017-108245,OFF-BI-10000773,Not
3212,CA-2014-142314,OFF-AP-10002350,Not
3213,CA-2016-132409,OFF-AR-10001919,Not
3214,CA-2016-132409,OFF-AP-10002082,Not
3215,CA-2017-150189,OFF-LA-10002762,Not
3216,CA-2014-114433,TEC-AC-10002800,Not
3217,CA-2017-104640,OFF-BI-10003925,Not
3218,CA-2017-104640,TEC-PH-10002200,Not
3219,US-2015-137008,OFF-PA-10001295,Yes
3220,US-2015-137008,OFF-EN-10002500,Yes
3221,US-2015-137008,TEC-AC-10000892,Yes
3222,CA-2014-108189,OFF-PA-10001838,Not
3223,CA-2014-108189,OFF-FA-10000735,Not
3224,CA-2014-108189,TEC-PH-10001760,Not
3225,CA-2014-108189,OFF-EN-10004846,Not
3226,CA-2014-108189,OFF-SU-10003567,Not
3227,CA-2014-108189,TEC-PH-10001557,Not
3228,CA-2014-108189,TEC-AC-10003038,Not
3229,CA-2014-154641,OFF-ST-10004459,Not
3230,CA-2017-131625,FUR-FU-10004960,Not
3231,US-2017-156356,OFF-BI-10000632,Not
3232,US-2017-156356,OFF-BI-10001107,Not
3233,US-2017-156356,OFF-ST-10002301,Not
3234,CA-2016-138933,OFF-BI-10003355,Not
3235,CA-2016-140746,FUR-TA-10002903,Not
3236,CA-2016-146836,OFF-ST-10001580,Not
3237,CA-2016-146836,OFF-BI-10000315,Not
3238,US-2016-127971,FUR-CH-10003774,Not
3239,US-2016-127971,TEC-PH-10003095,Not
3240,US-2016-127971,FUR-FU-10000023,Not
3241,US-2016-140809,OFF-ST-10002214,Not
3242,CA-2017-114524,OFF-BI-10002799,Not
3243,CA-2017-113355,TEC-PH-10004912,Not
3244,CA-2017-113355,FUR-CH-10002602,Not
3245,US-2017-140907,TEC-AC-10004510,Not
3246,US-2017-140907,OFF-ST-10000060,Not
3247,US-2017-140907,OFF-AR-10000799,Not
3248,CA-2016-159730,FUR-CH-10004875,Not
3249,CA-2016-159730,TEC-PH-10002085,Not
3250,CA-2016-157868,OFF-FA-10000992,Not
3251,CA-2017-119389,FUR-FU-10001473,Not
3252,CA-2017-110373,OFF-AR-10003045,Not
3253,CA-2017-110373,TEC-PH-10001536,Not
3254,CA-2016-155474,TEC-PH-10001580,Not
3255,CA-2016-155474,OFF-BI-10004209,Not
3256,CA-2015-155453,OFF-LA-10001613,Not
3257,US-2016-161844,FUR-TA-10001676,Not
3258,US-2016-161844,OFF-BI-10003712,Not
3259,US-2016-162103,OFF-BI-10000285,Not
3260,CA-2014-151554,OFF-PA-10004609,Not
3261,CA-2014-140662,TEC-AC-10001314,Not
3262,CA-2014-140662,OFF-PA-10003395,Not
3263,CA-2014-140662,OFF-AP-10001242,Not
3264,CA-2016-122518,OFF-LA-10001641,Not
3265,US-2014-126571,OFF-ST-10003816,Not
3266,US-2014-126571,OFF-EN-10002230,Not
3267,CA-2014-143840,TEC-PH-10002660,Yes
3268,CA-2014-143840,TEC-PH-10003171,Yes
3269,CA-2014-115980,TEC-AC-10003709,Not
3270,CA-2014-115980,OFF-FA-10000304,Not
3271,CA-2015-155145,TEC-AC-10003709,Not
3272,CA-2015-146038,FUR-CH-10002774,Not
3273,CA-2017-133865,TEC-CO-10001046,Not
3274,CA-2017-116358,OFF-FA-10003495,Not
3275,CA-2017-116358,OFF-AR-10004685,Not
3276,CA-2014-102988,OFF-AR-10004757,Not
3277,CA-2014-102988,TEC-PH-10001615,Not
3278,CA-2014-102988,OFF-PA-10003349,Not
3279,CA-2014-102988,OFF-AR-10000127,Not
3280,CA-2014-102988,OFF-SU-10002881,Not
3281,US-2014-117170,TEC-AC-10001109,Not
3282,US-2014-117170,OFF-PA-10000682,Not
3283,CA-2014-159478,FUR-FU-10000221,Not
3284,CA-2014-103702,OFF-BI-10002429,Not
3285,CA-2017-150525,OFF-AR-10002375,Not
3286,CA-2017-150525,OFF-AP-10000595,Not
3287,CA-2015-157770,TEC-PH-10001530,Yes
3288,CA-2015-157770,OFF-BI-10000050,Yes
3289,CA-2015-157770,TEC-AC-10001552,Yes
3290,CA-2015-157770,TEC-AC-10003399,Yes
3291,CA-2016-167290,OFF-AR-10004078,Not
3292,CA-2014-106264,OFF-SU-10002189,Not
3293,CA-2014-106264,FUR-FU-10001852,Not
3294,CA-2014-138023,OFF-BI-10003638,Not
3295,CA-2017-113418,TEC-MA-10002428,Not
3296,US-2015-110569,OFF-BI-10001036,Yes
3297,US-2015-110569,OFF-AP-10004708,Yes
3298,CA-2017-136308,TEC-MA-10000488,Yes
3299,US-2014-159926,OFF-BI-10003656,Not
3300,US-2014-159926,OFF-ST-10003656,Not
3301,US-2014-159926,TEC-PH-10001128,Not
3302,US-2014-159926,FUR-FU-10001473,Not
3303,US-2014-159926,OFF-BI-10004656,Not
3304,CA-2014-104738,OFF-EN-10004955,Not
3305,CA-2014-104738,TEC-PH-10002468,Not
3306,CA-2014-104738,TEC-PH-10000576,Not
3307,CA-2014-104738,OFF-BI-10002160,Not
3308,CA-2014-104738,TEC-AC-10003628,Not
3309,CA-2015-144386,OFF-BI-10001116,Not
3310,CA-2016-111416,OFF-BI-10002026,Not
3311,CA-2016-162747,FUR-FU-10003691,Not
3312,US-2014-133130,FUR-CH-10002602,Not
3313,US-2014-133130,OFF-PA-10000675,Not
3314,CA-2017-169978,FUR-CH-10002602,Not
3315,CA-2017-169978,OFF-BI-10001900,Not
3316,CA-2017-161739,FUR-FU-10001468,Not
3317,CA-2015-165057,OFF-AR-10004648,Not
3318,CA-2015-165057,OFF-LA-10003190,Not
3319,CA-2014-134551,OFF-AP-10004868,Not
3320,CA-2014-134551,FUR-CH-10004287,Not
3321,CA-2014-134551,OFF-PA-10002689,Not
3322,CA-2015-120810,OFF-AP-10002892,Not
3323,CA-2015-120810,FUR-FU-10002253,Not
3324,CA-2014-165309,OFF-BI-10001359,Not
3325,CA-2014-165309,OFF-BI-10001267,Not
3326,CA-2014-165309,OFF-AR-10003582,Not
3327,CA-2014-165309,OFF-PA-10003724,Not
3328,CA-2014-165309,OFF-PA-10001033,Not
3329,CA-2014-165309,TEC-PH-10003505,Not
3330,CA-2014-165309,TEC-PH-10004959,Not
3331,CA-2017-122595,TEC-AC-10000474,Not
3332,CA-2017-122595,TEC-PH-10003095,Not
3333,CA-2017-122595,FUR-FU-10002963,Not
3334,US-2017-109253,OFF-AR-10000203,Yes
3335,US-2017-109253,TEC-PH-10004667,Yes
3336,US-2017-109253,FUR-FU-10000193,Yes
3337,US-2017-109253,FUR-TA-10001539,Yes
3338,US-2017-109253,OFF-BI-10000962,Yes
3339,US-2017-109253,OFF-AP-10002867,Yes
3340,US-2017-109253,OFF-LA-10001158,Yes
3341,CA-2016-145982,OFF-PA-10000675,Yes
3342,CA-2016-145982,FUR-TA-10001307,Yes
3343,CA-2016-145982,TEC-PH-10000011,Yes
3344,CA-2016-145982,OFF-PA-10002666,Yes
3345,CA-2016-145982,OFF-FA-10000735,Yes
3346,CA-2016-145982,OFF-BI-10000174,Yes
3347,CA-2015-112014,OFF-AR-10003156,Not
3348,CA-2017-154732,OFF-BI-10000474,Not
3349,US-2016-157308,OFF-BI-10003712,Not
3350,CA-2016-147536,TEC-AC-10003280,Not
3351,US-2014-134733,FUR-BO-10002916,Not
3352,US-2014-134733,TEC-PH-10002726,Not
3353,US-2014-150434,TEC-PH-10000895,Not
3354,US-2014-150434,FUR-TA-10004152,Not
3355,US-2014-150434,OFF-BI-10003694,Not
3356,US-2014-150434,OFF-BI-10002160,Not
3357,CA-2017-100335,OFF-PA-10001685,Not
3358,CA-2016-139234,OFF-BI-10000773,Not
3359,CA-2016-139234,TEC-AC-10004510,Not
3360,US-2015-142020,OFF-PA-10004569,Not
3361,US-2015-142020,FUR-FU-10000672,Not
3362,CA-2015-139962,OFF-PA-10004451,Not
3363,CA-2015-139962,OFF-BI-10004738,Not
3364,CA-2016-130050,FUR-FU-10001940,Not
3365,CA-2014-115161,FUR-BO-10003966,Not
3366,CA-2014-165379,OFF-PA-10003072,Not
3367,CA-2014-165379,OFF-PA-10002245,Not
3368,CA-2015-115511,FUR-BO-10002598,Not
3369,CA-2015-115511,OFF-BI-10002225,Not
3370,CA-2016-134887,TEC-AC-10003832,Not
3371,CA-2017-123778,OFF-BI-10000822,Not
3372,CA-2017-123778,OFF-AP-10001242,Not
3373,CA-2015-161718,FUR-FU-10002445,Not
3374,CA-2015-161718,FUR-CH-10002372,Not
3375,CA-2015-161718,TEC-PH-10000376,Not
3376,CA-2015-161718,FUR-CH-10002965,Not
3377,CA-2016-100671,OFF-ST-10004950,Not
3378,CA-2017-142867,OFF-BI-10003166,Yes
3379,CA-2017-142867,OFF-PA-10004610,Yes
3380,CA-2017-103156,FUR-FU-10000320,Not
3381,US-2017-162208,OFF-EN-10004030,Not
3382,CA-2015-130659,OFF-EN-10004147,Not
3383,CA-2015-130659,FUR-CH-10003535,Not
3384,CA-2015-130659,TEC-PH-10004586,Not
3385,CA-2017-148404,OFF-ST-10003208,Not
3386,CA-2017-148404,OFF-FA-10003112,Not
3387,CA-2017-148404,TEC-PH-10004447,Not
3388,CA-2017-148404,OFF-BI-10002854,Not
3389,CA-2017-148404,FUR-TA-10001039,Not
3390,CA-2017-101077,OFF-PA-10004239,Not
3391,CA-2014-166471,TEC-PH-10001530,Not
3392,CA-2014-166471,TEC-PH-10000038,Not
3393,CA-2014-105340,OFF-BI-10001765,Not
3394,US-2017-131583,OFF-PA-10000380,Not
3395,US-2017-148362,OFF-ST-10001128,Not
3396,US-2017-148362,OFF-BI-10003656,Not
3397,US-2017-148362,OFF-PA-10003441,Not
3398,CA-2014-102274,TEC-PH-10002923,Not
3399,CA-2014-102274,OFF-PA-10004359,Not
3400,CA-2014-102274,OFF-ST-10001511,Not
3401,CA-2014-102274,OFF-AR-10002833,Not
3402,CA-2015-129700,FUR-FU-10001940,Not
3403,CA-2017-168739,FUR-FU-10003919,Not
3404,CA-2015-152527,OFF-ST-10003479,Not
3405,US-2014-150119,FUR-CH-10002965,Not
3407,US-2014-150119,OFF-BI-10000145,Not
3408,US-2014-150119,FUR-FU-10002191,Not
3409,US-2017-150847,OFF-PA-10004451,Not
3410,CA-2016-100244,OFF-PA-10001471,Not
3411,CA-2016-100244,OFF-BI-10003656,Not
3412,CA-2016-100244,OFF-AR-10000940,Not
3413,CA-2016-100244,OFF-PA-10002319,Not
3414,CA-2016-100244,OFF-BI-10000977,Not
3415,CA-2016-116540,OFF-FA-10002676,Not
3416,CA-2016-116540,OFF-BI-10004970,Not
3417,CA-2015-151841,OFF-AP-10003971,Not
3418,CA-2015-151841,OFF-SU-10001574,Not
3419,CA-2015-150791,FUR-CH-10000665,Not
3420,CA-2016-134803,OFF-AP-10000891,Yes
3421,CA-2016-134803,OFF-PA-10003790,Yes
3422,CA-2016-134803,TEC-AC-10002217,Yes
3423,CA-2016-134803,OFF-BI-10002215,Yes
