Year,Month,Day,Quarter,Date_ID
2014,12,12,4,1247
2014,12,12,4,1248
2017,12,18,4,1249
2017,12,18,4,1250
2017,12,18,4,1251
2017,12,18,4,1252
2015,4,7,2,1253
2017,10,3,4,1254
2017,10,3,4,1255
2017,10,3,4,1256
2017,10,3,4,1257
2016,12,24,4,1258
2016,12,24,4,1259
2016,12,24,4,1260
2017,10,23,4,1261
2016,10,28,4,1262
2017,7,7,3,1263
2016,1,10,1,1264
2016,1,10,1,1265
2017,2,9,1,1266
2014,12,24,4,1267
2014,12,24,4,1268
2017,9,23,3,1269
2017,4,6,2,1270
2016,4,21,2,1271
2016,4,21,2,1272
2016,4,21,2,1273
2016,5,26,2,1274
2016,5,26,2,1275
2016,5,26,2,1276
2016,5,26,2,1277
2016,2,5,1,1278
2014,8,9,3,1279
2014,8,9,3,1280
2016,5,9,2,1281
2017,9,4,3,1282
2017,9,4,3,1283
2017,9,4,3,1284
2015,6,12,2,1285
2016,6,26,2,1286
2015,4,7,2,1287
2016,11,22,4,1288
2016,11,22,4,1289
2016,11,22,4,1290
2016,10,11,4,1291
2016,10,11,4,1292
2015,8,27,3,1293
2015,8,27,3,1294
2015,8,27,3,1295
2015,5,25,2,1296
2017,12,30,4,1297
2017,12,30,4,1298
2016,8,12,3,1299
2015,4,10,2,1300
2016,12,23,4,1301
2016,12,23,4,1302
2015,9,19,3,1303
2017,3,7,1,1304
2017,3,7,1,1305
2016,7,14,3,1306
2016,6,20,2,1307
2016,6,20,2,1308
2016,6,20,2,1309
2016,6,20,2,1310
2016,6,20,2,1311
2016,9,12,3,1312
2016,9,12,3,1313
2016,9,24,3,1314
2016,12,18,4,1315
2016,12,18,4,1316
2016,12,18,4,1317
2017,10,12,4,1318
2014,1,7,1,1319
2014,1,7,1,1320
2017,3,2,1,1321
2017,3,2,1,1322
2017,3,3,1,1323
2017,9,10,3,1324
2014,9,28,3,1325
2014,5,27,2,1326
2015,6,14,2,1327
2016,3,30,1,1328
2017,10,15,4,1329
2016,5,23,2,1330
2017,2,6,1,1331
2017,2,6,1,1332
2014,2,16,1,1333
2014,2,16,1,1334
2014,6,5,2,1335
2016,5,16,2,1336
2017,2,4,1,1337
2017,3,31,1,1338
2017,3,31,1,1339
2017,3,31,1,1340
2017,2,1,1,1341
2017,2,1,1,1342
2017,2,1,1,1343
2015,5,28,2,1344
2015,5,28,2,1345
2014,3,17,1,1346
2014,3,17,1,1347
2014,3,17,1,1348
2014,3,17,1,1349
2014,3,17,1,1350
2014,3,10,1,1351
2016,3,28,1,1352
2017,4,5,2,1353
2017,4,5,2,1354
2017,4,5,2,1355
2014,5,7,2,1356
2014,5,7,2,1357
2016,5,5,2,1358
2017,4,26,2,1359
2014,9,26,3,1360
2017,10,19,4,1361
2017,10,19,4,1362
2017,10,19,4,1363
2017,10,11,4,1364
2017,10,11,4,1365
2017,10,11,4,1366
2017,10,11,4,1367
2017,10,11,4,1368
2017,8,7,3,1369
2015,12,24,4,1370
2015,12,24,4,1371
2017,7,3,3,1372
2014,1,4,1,1373
2014,1,4,1,1374
2015,9,14,3,1375
2014,4,8,2,1376
2014,4,8,2,1377
2014,4,8,2,1378
2014,4,8,2,1379
2014,4,8,2,1380
2014,4,8,2,1381
2016,3,9,1,1382
2016,5,2,2,1383
2016,5,2,2,1384
2016,5,2,2,1385
2016,5,2,2,1386
2016,5,2,2,1387
2016,5,2,2,1388
2016,5,2,2,1389
2016,5,2,2,1390
2016,5,2,2,1391
2016,5,2,2,1392
2016,5,2,2,1393
2017,3,7,1,1394
2017,9,10,3,1395
2017,9,10,3,1396
2016,11,24,4,1397
2016,11,24,4,1398
2016,11,24,4,1399
2016,11,24,4,1400
2016,1,11,1,1401
2016,1,11,1,1402
2016,4,19,2,1403
2016,4,19,2,1404
2014,6,4,2,1405
2014,6,4,2,1406
2014,6,4,2,1407
2016,2,9,1,1408
2016,2,9,1,1409
2016,9,25,3,1410
2017,4,11,2,1411
2016,9,7,3,1412
2016,9,7,3,1413
2014,6,30,2,1414
2017,1,28,1,1415
2017,1,28,1,1416
2015,9,21,3,1417
2015,9,21,3,1418
2015,9,21,3,1419
2015,9,26,3,1420
2015,9,26,3,1421
2015,9,26,3,1422
2015,9,26,3,1423
2015,9,26,3,1424
2015,9,26,3,1425
2015,9,26,3,1426
2015,10,31,4,1427
2015,10,31,4,1428
2015,10,31,4,1429
2015,10,31,4,1430
2017,11,26,4,1431
2014,12,19,4,1432
2014,12,19,4,1433
2014,12,19,4,1434
2016,12,26,4,1435
2017,6,20,2,1436
2017,6,20,2,1437
2015,10,15,4,1438
2015,10,15,4,1439
2017,12,4,4,1440
2017,12,4,4,1441
2017,12,19,4,1442
2017,5,8,2,1443
2015,1,10,1,1444
2016,5,23,2,1445
2017,6,13,2,1446
2017,6,13,2,1447
2017,6,13,2,1448
2014,4,23,2,1449
2015,1,5,1,1450
2015,7,19,3,1451
2016,11,26,4,1452
2016,11,26,4,1453
2016,11,26,4,1454
2016,11,26,4,1455
2017,12,6,4,1456
2017,12,6,4,1457
2015,8,17,3,1458
2016,9,25,3,1459
2014,4,5,2,1460
2015,1,12,1,1461
2016,11,3,4,1462
2016,8,26,3,1463
2016,8,26,3,1464
2016,12,16,4,1465
2014,8,8,3,1466
2014,8,8,3,1467
2015,5,16,2,1468
2017,9,12,3,1469
2017,9,12,3,1470
2017,9,12,3,1471
2015,9,24,3,1472
2017,11,7,4,1473
2015,1,12,1,1474
2016,11,19,4,1475
2016,11,19,4,1476
2017,3,19,1,1477
2016,11,13,4,1478
2017,11,19,4,1479
2016,2,12,1,1480
2016,2,12,1,1481
2016,2,12,1,1482
2017,8,25,3,1483
2017,8,25,3,1484
2016,10,14,4,1485
2014,11,27,4,1486
2015,3,11,1,1487
2015,3,11,1,1488
2015,3,11,1,1489
2014,11,29,4,1490
2017,4,30,2,1491
2017,11,24,4,1492
2017,11,24,4,1493
2017,10,30,4,1494
2014,12,17,4,1495
2017,4,9,2,1496
2017,4,9,2,1497
2017,4,9,2,1498
2016,10,17,4,1499
2017,12,11,4,1500
2017,12,11,4,1501
2017,12,11,4,1502
2016,11,24,4,1503
2016,11,24,4,1504
2015,1,8,1,1505
2015,1,8,1,1506
2017,12,24,4,1507
2016,9,17,3,1508
2017,10,12,4,1509
2017,12,9,4,1510
2017,6,24,2,1511
2017,6,24,2,1512
2017,8,18,3,1513
2017,8,18,3,1514
2017,8,18,3,1515
2017,11,12,4,1516
2017,10,12,4,1517
2014,3,2,1,1518
2014,3,2,1,1519
2017,11,2,4,1520
2017,4,16,2,1521
2015,6,12,2,1522
2015,6,12,2,1523
2015,6,12,2,1524
2015,6,12,2,1525
2015,6,12,2,1526
2016,7,22,3,1527
2016,7,22,3,1528
2015,7,11,3,1529
2015,7,11,3,1530
2015,3,26,1,1531
2017,8,31,3,1532
2017,8,31,3,1533
2016,4,12,2,1534
2017,10,2,4,1535
2016,10,29,4,1536
2016,10,29,4,1537
2017,9,15,3,1538
2017,9,15,3,1539
2017,9,15,3,1540
2017,9,15,3,1541
2014,11,3,4,1542
2014,11,3,4,1543
2014,4,2,2,1544
2014,4,2,2,1545
2014,12,31,4,1546
2015,11,23,4,1547
2015,11,23,4,1548
2015,11,23,4,1549
2014,6,7,2,1550
2017,11,13,4,1551
2016,6,17,2,1552
2014,3,5,1,1553
2017,10,16,4,1554
2015,6,2,2,1555
2017,4,9,2,1556
2016,9,5,3,1557
2016,9,5,3,1558
2015,3,16,1,1559
2016,9,4,3,1560
2014,4,4,2,1561
2017,5,9,2,1562
2017,6,30,2,1563
2015,9,11,3,1564
2014,4,3,2,1565
2015,3,19,1,1566
2015,11,29,4,1567
2015,11,29,4,1568
2017,11,6,4,1569
2017,11,26,4,1570
2014,11,23,4,1571
2014,11,23,4,1572
2014,11,23,4,1573
2014,11,23,4,1574
2014,12,15,4,1575
2014,12,15,4,1576
2016,4,22,2,1577
2016,5,23,2,1578
2016,2,27,1,1579
2015,9,8,3,1580
2015,9,8,3,1581
2015,9,8,3,1582
2015,9,8,3,1583
2015,9,8,3,1584
2015,9,8,3,1585
2015,9,8,3,1586
2015,9,8,3,1587
2015,9,8,3,1588
2015,9,8,3,1589
2016,12,5,4,1590
2016,4,15,2,1591
2016,4,15,2,1592
2015,6,23,2,1593
2014,10,19,4,1594
2015,3,24,1,1595
2017,8,5,3,1596
2017,10,16,4,1597
2017,11,19,4,1598
2017,11,19,4,1599
2017,11,19,4,1600
2017,11,19,4,1601
2016,8,5,3,1602
2016,11,12,4,1603
2017,11,30,4,1604
2016,4,19,2,1605
2016,4,19,2,1606
2016,4,19,2,1607
2016,4,19,2,1608
2016,4,19,2,1609
2016,4,19,2,1610
2014,5,26,2,1611
2014,5,26,2,1612
2014,5,26,2,1613
2017,12,21,4,1614
2016,3,15,1,1615
2015,10,8,4,1616
2015,10,8,4,1617
2015,10,8,4,1618
2016,10,9,4,1619
2016,10,9,4,1620
2017,8,7,3,1621
2017,8,7,3,1622
2017,8,7,3,1623
2017,8,7,3,1624
2015,12,19,4,1625
2015,12,19,4,1626
2015,11,16,4,1627
2015,9,24,3,1628
2017,6,21,2,1629
2017,6,21,2,1630
2016,8,5,3,1631
2016,8,5,3,1632
2016,8,5,3,1633
2016,8,5,3,1634
2016,8,5,3,1635
2014,11,26,4,1636
2014,11,26,4,1637
2014,11,26,4,1638
2016,5,26,2,1639
2016,5,26,2,1640
2016,5,26,2,1641
2016,5,26,2,1642
2014,11,29,4,1643
2015,3,19,1,1644
2015,3,19,1,1645
2015,3,19,1,1646
2015,1,11,1,1647
2015,1,11,1,1648
2015,9,26,3,1649
2015,9,26,3,1650
2014,8,29,3,1651
2014,8,29,3,1652
2017,11,18,4,1653
2017,11,18,4,1654
2017,11,18,4,1655
2017,11,18,4,1656
2017,11,18,4,1657
2014,12,5,4,1658
2017,1,20,1,1659
2017,10,30,4,1660
2017,10,30,4,1661
2017,4,30,2,1662
2017,4,30,2,1663
2016,11,24,4,1664
2016,11,24,4,1665
2016,11,24,4,1666
2016,11,24,4,1667
2016,11,24,4,1668
2016,11,24,4,1669
2015,10,1,4,1670
2017,10,19,4,1671
2016,3,22,1,1672
2017,3,7,1,1673
2015,11,12,4,1674
2015,9,17,3,1675
2015,9,17,3,1676
2016,5,18,2,1677
2016,5,18,2,1678
2014,7,9,3,1679
2014,7,9,3,1680
2014,7,9,3,1681
2014,7,9,3,1682
2016,9,29,3,1683
2016,7,11,3,1684
2017,4,24,2,1685
2017,4,24,2,1686
2017,4,24,2,1687
2017,10,12,4,1688
2017,10,12,4,1689
2014,8,16,3,1690
2017,9,12,3,1691
2017,9,12,3,1692
2016,3,14,1,1693
2016,6,26,2,1694
2015,9,25,3,1695
2015,9,25,3,1696
2015,9,25,3,1697
2015,12,27,4,1698
2015,12,27,4,1699
2014,3,6,1,1700
2015,7,13,3,1701
2015,7,13,3,1702
2015,7,13,3,1703
2014,2,2,1,1704
2016,8,3,3,1705
2015,11,22,4,1706
2017,10,30,4,1707
2017,10,30,4,1708
2017,10,30,4,1709
2017,10,30,4,1710
2017,10,30,4,1711
2017,10,30,4,1712
2015,1,30,1,1713
2017,8,9,3,1714
2017,7,10,3,1715
2016,4,30,2,1716
2016,5,19,2,1717
2016,5,19,2,1718
2016,5,19,2,1719
2016,5,19,2,1720
2016,5,19,2,1721
2015,12,20,4,1722
2015,12,20,4,1723
2015,12,20,4,1724
2015,12,19,4,1725
2015,12,19,4,1726
2015,12,19,4,1727
2017,4,29,2,1728
2016,7,2,3,1729
2016,7,2,3,1730
2014,9,28,3,1731
2014,9,28,3,1732
2016,10,7,4,1733
2016,10,7,4,1734
2017,7,29,3,1735
2017,7,29,3,1736
2017,7,29,3,1737
2015,3,9,1,1738
2015,3,9,1,1739
2015,3,9,1,1740
2014,9,8,3,1741
2017,10,30,4,1742
2017,10,30,4,1743
2017,10,30,4,1744
2017,10,30,4,1745
2014,6,6,2,1746
2016,8,13,3,1747
2016,8,13,3,1748
2014,4,25,2,1749
2014,4,25,2,1750
2015,11,22,4,1751
2017,10,14,4,1752
2017,2,12,1,1753
2017,2,12,1,1754
2017,2,12,1,1755
2015,8,12,3,1756
2015,8,12,3,1757
2015,7,13,3,1758
2014,11,5,4,1759
2014,5,1,2,1760
2015,5,9,2,1761
2015,5,9,2,1762
2015,5,9,2,1763
2016,4,8,2,1764
2016,4,8,2,1765
2016,4,8,2,1766
2016,4,8,2,1767
2014,3,22,1,1768
2014,3,22,1,1769
2017,2,3,1,1770
2017,2,3,1,1771
2016,11,27,4,1772
2016,11,27,4,1773
2014,4,28,2,1774
2014,4,28,2,1775
2014,4,28,2,1776
2014,4,28,2,1777
2015,11,24,4,1778
2015,11,24,4,1779
2016,11,11,4,1780
2016,11,11,4,1781
2015,9,7,3,1782
2015,9,7,3,1783
2017,9,22,3,1784
2017,9,22,3,1785
2017,9,22,3,1786
2017,9,22,3,1787
2015,2,15,1,1788
2015,2,15,1,1789
2015,2,15,1,1790
2014,9,30,3,1791
2014,1,12,1,1792
2014,1,12,1,1793
2014,8,12,3,1794
2016,5,9,2,1795
2017,8,27,3,1796
2017,8,27,3,1797
2017,8,27,3,1798
2016,7,7,3,1799
2016,8,8,3,1800
2016,8,8,3,1801
2016,11,13,4,1802
2017,9,22,3,1803
2017,9,22,3,1804
2017,9,22,3,1805
2016,12,25,4,1806
2016,12,25,4,1807
2016,12,25,4,1808
2016,11,2,4,1809
2016,10,23,4,1810
2016,10,23,4,1811
2014,9,6,3,1812
2017,11,20,4,1813
2017,11,20,4,1814
2015,9,14,3,1815
2015,4,6,2,1816
2015,4,6,2,1817
2015,12,13,4,1818
2014,5,25,2,1819
2014,5,25,2,1820
2016,2,16,1,1821
2016,2,16,1,1822
2016,2,16,1,1823
2016,2,16,1,1824
2016,12,22,4,1825
2016,12,22,4,1826
2016,12,22,4,1827
2016,8,2,3,1828
2015,7,13,3,1829
2014,5,18,2,1830
2017,10,21,4,1831
2017,10,21,4,1832
2015,5,11,2,1833
2017,1,8,1,1834
2017,1,8,1,1835
2014,6,21,2,1836
2017,2,19,1,1837
2014,1,8,1,1838
2014,1,8,1,1839
2014,1,8,1,1840
2014,1,8,1,1841
2016,7,18,3,1842
2015,9,2,3,1843
2015,9,2,3,1844
2017,7,29,3,1845
2017,12,1,4,1846
2017,12,1,4,1847
2017,10,9,4,1848
2017,10,9,4,1849
2015,7,20,3,1850
2015,7,20,3,1851
2015,7,20,3,1852
2015,7,20,3,1853
2015,7,20,3,1854
2015,7,20,3,1855
2014,6,13,2,1856
2017,12,5,4,1857
2017,12,5,4,1858
2015,3,9,1,1859
2015,3,9,1,1860
2017,3,26,1,1861
2017,3,26,1,1862
2014,12,11,4,1863
2016,10,13,4,1864
2016,10,13,4,1865
2017,12,11,4,1866
2017,4,15,2,1867
2015,6,25,2,1868
2015,6,25,2,1869
2016,8,26,3,1870
2014,7,21,3,1871
2014,7,21,3,1872
2014,7,21,3,1873
2017,11,21,4,1874
2014,4,6,2,1875
2016,10,3,4,1876
2017,3,25,1,1877
2017,12,29,4,1878
2017,12,29,4,1879
2017,3,28,1,1880
2015,5,3,2,1881
2015,5,3,2,1882
2015,5,3,2,1883
2016,11,13,4,1884
2017,1,19,1,1885
2016,4,22,2,1886
2014,5,13,2,1887
2014,5,13,2,1888
2014,10,21,4,1889
2014,10,21,4,1890
2014,3,14,1,1891
2014,3,14,1,1892
2017,12,22,4,1893
2016,11,24,4,1894
2017,2,12,1,1895
2015,12,31,4,1896
2017,3,10,1,1897
2014,8,29,3,1898
2014,8,29,3,1899
2014,8,29,3,1900
2016,6,29,2,1901
2016,8,20,3,1902
2017,10,21,4,1903
2017,10,21,4,1904
2017,10,21,4,1905
2017,10,21,4,1906
2016,5,17,2,1907
2016,5,17,2,1908
2015,3,2,1,1909
2017,12,18,4,1910
2016,11,15,4,1911
2017,3,7,1,1912
2017,3,7,1,1913
2014,1,15,1,1914
2017,4,30,2,1915
2017,4,30,2,1916
2017,4,30,2,1917
2015,8,11,3,1918
2015,10,30,4,1919
2017,8,17,3,1920
2017,8,17,3,1921
2015,3,10,1,1922
2016,8,7,3,1923
2016,8,7,3,1924
2017,5,12,2,1925
2017,9,3,3,1926
2016,9,6,3,1927
2017,11,28,4,1928
2017,3,16,1,1929
2017,3,16,1,1930
2017,3,16,1,1931
2016,11,27,4,1932
2017,6,8,2,1933
2017,6,8,2,1934
2017,11,27,4,1935
2017,11,27,4,1936
2015,5,25,2,1937
2016,8,7,3,1938
2016,8,7,3,1939
2016,8,7,3,1940
2016,8,7,3,1941
2017,8,29,3,1942
2017,8,29,3,1943
2017,8,29,3,1944
2016,6,20,2,1945
2016,6,20,2,1946
2017,2,9,1,1947
2017,2,9,1,1948
2017,2,9,1,1949
2017,2,9,1,1950
2017,2,9,1,1951
2017,2,9,1,1952
2017,2,9,1,1953
2017,2,9,1,1954
2017,2,9,1,1955
2017,2,9,1,1956
2017,2,9,1,1957
2017,2,9,1,1958
2017,10,9,4,1959
2017,10,9,4,1960
2017,10,9,4,1961
2017,10,9,4,1962
2017,10,9,4,1963
2017,10,9,4,1964
2017,10,9,4,1965
2017,10,9,4,1966
2017,12,21,4,1967
2017,12,21,4,1968
2017,12,21,4,1969
2017,9,23,3,1970
2017,6,5,2,1971
2017,6,5,2,1972
2014,12,14,4,1973
2014,12,14,4,1974
2014,12,14,4,1975
2014,10,18,4,1976
2014,10,18,4,1977
2014,10,18,4,1978
2015,8,5,3,1979
2016,4,14,2,1980
2016,4,14,2,1981
2015,12,14,4,1982
2014,3,12,1,1983
2014,11,25,4,1984
2014,11,25,4,1985
2014,11,25,4,1986
2016,7,25,3,1987
2015,9,11,3,1988
2015,9,11,3,1989
2015,9,11,3,1990
2015,9,11,3,1991
2017,2,24,1,1992
2017,6,25,2,1993
2017,6,25,2,1994
2017,6,25,2,1995
2017,2,12,1,1996
2017,2,12,1,1997
2014,6,2,2,1998
2014,6,2,2,1999
2014,6,2,2,2000
2017,11,4,4,2001
2017,11,4,4,2002
2017,12,25,4,2003
2017,12,25,4,2004
2017,11,4,4,2005
2014,12,31,4,2006
2014,12,31,4,2007
2017,3,8,1,2008
2014,11,15,4,2009
2014,11,15,4,2010
2014,11,15,4,2011
2015,11,12,4,2012
2015,11,12,4,2013
2016,9,18,3,2014
2016,9,18,3,2015
2016,9,18,3,2016
2015,3,19,1,2017
2015,3,19,1,2018
2015,3,19,1,2019
2015,3,19,1,2020
2016,9,19,3,2021
2016,9,19,3,2022
2016,9,19,3,2023
2016,9,19,3,2024
2017,8,20,3,2025
2015,3,13,1,2026
2016,8,9,3,2027
2016,8,9,3,2028
2015,11,26,4,2029
2015,11,26,4,2030
2015,11,26,4,2031
2015,11,26,4,2032
2016,9,12,3,2033
2016,9,12,3,2034
2017,9,25,3,2035
2017,9,25,3,2036
2015,1,23,1,2037
2015,1,23,1,2038
2015,6,18,2,2039
2015,6,18,2,2040
2015,6,18,2,2041
2015,6,18,2,2042
2015,2,10,1,2043
2017,11,18,4,2044
2014,8,17,3,2045
2016,7,17,3,2046
2016,7,17,3,2047
2016,7,17,3,2048
2015,11,7,4,2049
2015,11,7,4,2050
2015,11,7,4,2051
2015,11,7,4,2052
2015,11,7,4,2053
2015,11,7,4,2054
2016,1,12,1,2055
2017,12,22,4,2056
2017,12,22,4,2057
2017,12,22,4,2058
2017,12,22,4,2059
2014,10,31,4,2060
2014,10,31,4,2061
2014,10,31,4,2062
2014,10,31,4,2063
2014,10,31,4,2064
2014,10,31,4,2065
2014,10,31,4,2066
2014,10,31,4,2067
2014,10,31,4,2068
2015,4,13,2,2069
2015,4,13,2,2070
2016,7,21,3,2071
2017,11,20,4,2072
2016,11,26,4,2073
2017,7,11,3,2074
2017,7,11,3,2075
2014,1,12,1,2076
2017,12,9,4,2077
2017,12,9,4,2078
2017,12,9,4,2079
2015,12,24,4,2080
2015,12,24,4,2081
2015,12,24,4,2082
2017,2,23,1,2083
2014,11,23,4,2084
2016,6,23,2,2085
2016,6,23,2,2086
2016,6,23,2,2087
2016,6,23,2,2088
2016,6,23,2,2089
2015,10,26,4,2090
2017,7,15,3,2091
2017,7,15,3,2092
2014,11,17,4,2093
2015,4,13,2,2094
2015,11,25,4,2095
2016,5,15,2,2096
2016,5,15,2,2097
2016,5,15,2,2098
2017,7,9,3,2099
2017,7,9,3,2100
2014,10,3,4,2101
2014,10,3,4,2102
2014,7,18,3,2103
2017,3,24,1,2104
2017,3,24,1,2105
2014,9,30,3,2106
2014,9,26,3,2107
2015,10,31,4,2108
2015,10,31,4,2109
2015,10,31,4,2110
2015,10,31,4,2111
2015,10,31,4,2112
2015,10,31,4,2113
2015,10,31,4,2114
2015,10,31,4,2115
2015,10,31,4,2116
2015,12,10,4,2117
2016,9,19,3,2118
2017,4,13,2,2119
2017,4,13,2,2120
2017,7,1,3,2121
2017,9,11,3,2122
2017,9,22,3,2123
2017,9,22,3,2124
2017,1,12,1,2125
2017,1,12,1,2126
2014,6,23,2,2127
2015,4,10,2,2128
2015,4,10,2,2129
2014,5,20,2,2130
2014,5,20,2,2131
2014,5,20,2,2132
2015,11,20,4,2133
2015,11,30,4,2134
2015,11,30,4,2135
2015,11,30,4,2136
2015,12,31,4,2137
2015,12,31,4,2138
2017,11,16,4,2139
2014,6,6,2,2140
2014,6,6,2,2141
2014,6,6,2,2142
2016,1,9,1,2143
2016,1,9,1,2144
2016,1,9,1,2145
2016,6,25,2,2146
2016,6,25,2,2147
2016,6,25,2,2148
2014,12,12,4,2149
2017,3,31,1,2150
2017,11,19,4,2151
2014,11,24,4,2152
2015,11,22,4,2153
2016,7,14,3,2154
2016,4,30,2,2155
2016,7,25,3,2156
2014,6,22,2,2157
2014,6,22,2,2158
2017,10,21,4,2159
2016,3,9,1,2160
2016,5,14,2,2161
2016,7,1,3,2162
2017,3,13,1,2163
2016,10,13,4,2164
2016,10,13,4,2165
2016,10,13,4,2166
2016,10,13,4,2167
2016,10,13,4,2168
2017,1,27,1,2169
2017,1,27,1,2170
2017,1,27,1,2171
2017,11,19,4,2172
2014,1,8,1,2173
2016,7,30,3,2174
2015,7,30,3,2175
2016,10,15,4,2176
2016,10,15,4,2177
2016,10,15,4,2178
2016,10,15,4,2179
2016,7,5,3,2180
2016,7,5,3,2181
2016,7,5,3,2182
2016,7,5,3,2183
2016,7,5,3,2184
2016,7,5,3,2185
2017,1,8,1,2186
2016,7,14,3,2187
2017,10,8,4,2188
2017,10,8,4,2189
2017,10,8,4,2190
2016,6,25,2,2191
2016,10,12,4,2192
2016,10,12,4,2193
2016,10,12,4,2194
2016,10,12,4,2195
2016,10,12,4,2196
2016,1,12,1,2197
2014,11,28,4,2198
2015,3,28,1,2199
2015,3,28,1,2200
2014,1,6,1,2201
2014,1,6,1,2202
2015,6,9,2,2203
2015,6,9,2,2204
2015,6,29,2,2205
2016,10,9,4,2206
2014,7,14,3,2207
2014,7,14,3,2208
2015,8,22,3,2209
2014,11,14,4,2210
2014,11,14,4,2211
2016,11,27,4,2212
2017,11,21,4,2213
2017,1,10,1,2214
2017,1,10,1,2215
2017,1,10,1,2216
2017,1,10,1,2217
2014,9,20,3,2218
2017,7,28,3,2219
2017,7,28,3,2220
2017,7,28,3,2221
2015,6,12,2,2222
2015,6,12,2,2223
2015,6,12,2,2224
2017,7,31,3,2225
2016,3,19,1,2226
2017,7,29,3,2227
2017,7,29,3,2228
2016,1,10,1,2229
2014,3,31,1,2230
2014,3,31,1,2231
2017,6,26,2,2232
2017,9,7,3,2233
2015,12,14,4,2234
2017,5,12,2,2235
2015,9,15,3,2236
2015,9,15,3,2237
2016,7,15,3,2238
2017,4,20,2,2239
2016,11,15,4,2240
2016,11,15,4,2241
2016,11,26,4,2242
2017,11,21,4,2243
2017,11,21,4,2244
2017,11,21,4,2245
2017,11,21,4,2246
2017,11,21,4,2247
2015,2,15,1,2248
2015,2,15,1,2249
2015,2,15,1,2250
2015,2,15,1,2251
2015,2,15,1,2252
2016,4,15,2,2253
2015,9,28,3,2254
2015,9,28,3,2255
2016,9,17,3,2256
2016,9,17,3,2257
2017,6,16,2,2258
2017,6,16,2,2259
2015,8,11,3,2260
2015,8,11,3,2261
2015,12,18,4,2262
2017,6,2,2,2263
2016,11,14,4,2264
2016,11,14,4,2265
2016,11,14,4,2266
2017,12,10,4,2267
2017,9,17,3,2268
2017,12,20,4,2269
2017,12,20,4,2270
2017,2,12,1,2271
2015,9,21,3,2272
2015,6,3,2,2273
2015,6,3,2,2274
2014,3,10,1,2275
2014,3,10,1,2276
2014,6,27,2,2277
2014,6,27,2,2278
2014,6,27,2,2279
2017,10,30,4,2280
2017,10,30,4,2281
2017,10,30,4,2282
2016,3,9,1,2283
2015,5,3,2,2284
2015,5,3,2,2285
2016,5,5,2,2286
2017,11,17,4,2287
2017,1,6,1,2288
2017,10,6,4,2289
2017,8,1,3,2290
2015,4,20,2,2291
2015,4,20,2,2292
2015,4,20,2,2293
2015,1,11,1,2294
2017,12,23,4,2295
2015,1,11,1,2296
2015,1,11,1,2297
2015,1,11,1,2298
2015,1,11,1,2299
2015,1,11,1,2300
2014,11,14,4,2301
2014,11,14,4,2302
2016,1,17,1,2303
2017,9,17,3,2304
2017,9,17,3,2305
2016,12,23,4,2306
2015,6,8,2,2307
2017,5,11,2,2308
2017,11,6,4,2309
2017,11,6,4,2310
2017,11,6,4,2311
2017,11,6,4,2312
2017,11,6,4,2313
2017,7,20,3,2314
2017,7,20,3,2315
2017,7,20,3,2316
2017,7,20,3,2317
2017,7,20,3,2318
2017,7,20,3,2319
2015,12,23,4,2320
2017,3,20,1,2321
2015,12,31,4,2322
2015,12,31,4,2323
2015,12,31,4,2324
2015,12,31,4,2325
2015,9,15,3,2326
2015,9,15,3,2327
2015,9,15,3,2328
2017,9,23,3,2329
2015,12,25,4,2330
2016,9,24,3,2331
2016,9,24,3,2332
2017,3,21,1,2333
2017,3,21,1,2334
2014,9,30,3,2335
2017,10,12,4,2336
2017,10,12,4,2337
2014,8,23,3,2338
2014,8,23,3,2339
2014,8,19,3,2340
2016,10,11,4,2341
2014,12,31,4,2342
2014,12,31,4,2343
2014,7,26,3,2344
2016,2,22,1,2345
2016,3,13,1,2346
2016,3,13,1,2347
2016,3,13,1,2348
2017,2,12,1,2349
2017,2,12,1,2350
2017,2,12,1,2351
2017,2,12,1,2352
2017,2,12,1,2353
2015,8,31,3,2354
2015,8,31,3,2355
2015,8,31,3,2356
2015,8,31,3,2357
2014,3,17,1,2358
2014,3,17,1,2359
2014,3,17,1,2360
2014,3,17,1,2361
2014,3,17,1,2362
2017,4,16,2,2363
2016,3,13,1,2364
2016,3,13,1,2365
2016,3,13,1,2366
2014,11,24,4,2367
2017,10,2,4,2368
2016,9,23,3,2369
2016,9,23,3,2370
2017,7,7,3,2371
2016,7,7,3,2372
2016,7,7,3,2373
2016,7,7,3,2374
2016,7,7,3,2375
2017,1,24,1,2376
2014,8,19,3,2377
2014,8,19,3,2378
2015,6,12,2,2379
2016,6,5,2,2380
2016,6,5,2,2381
2016,6,5,2,2382
2017,3,25,1,2383
2017,3,25,1,2384
2017,3,25,1,2385
2017,3,25,1,2386
2017,3,25,1,2387
2015,12,12,4,2388
2015,12,12,4,2389
2015,6,12,2,2390
2015,6,12,2,2391
2015,6,12,2,2392
2015,6,12,2,2393
2016,3,17,1,2394
2015,11,14,4,2395
2015,11,14,4,2396
2015,11,14,4,2397
2017,8,14,3,2398
2017,8,14,3,2399
2017,9,9,3,2400
2017,9,9,3,2401
2017,1,4,1,2402
2017,1,4,1,2403
2016,9,27,3,2404
2017,7,10,3,2405
2017,7,10,3,2406
2017,7,10,3,2407
2017,1,20,1,2408
2017,1,20,1,2409
2017,3,23,1,2410
2014,1,8,1,2411
